"val 0,0
","val 0,1
","val 0,2
","val 0,3
","val 0,4
"
"val 8833,0
","val 8833,1
","val 8833,2
","val 8833,3
","val 8833,4
"
"val 8834,0
","val 8834,1
","val 8834,2
","val 8834,3
","val 8834,4
"
"val 8835,0
","val 8835,1
","val 8835,2
","val 8835,3
","val 8835,4
"
"val 8836,0
","val 8836,1
","val 8836,2
","val 8836,3
","val 8836,4
"
"val 8837,0
","val 8837,1
","val 8837,2
","val 8837,3
","val 8837,4
"
"val 8838,0
","val 8838,1
","val 8838,2
","val 8838,3
","val 8838,4
"
"val 8839,0
","val 8839,1
","val 8839,2
","val 8839,3
","val 8839,4
"
"val 8840,0
","val 8840,1
","val 8840,2
","val 8840,3
","val 8840,4
"
"val 8841,0
","val 8841,1
","val 8841,2
","val 8841,3
","val 8841,4
"
"val 8842,0
","val 8842,1
","val 8842,2
","val 8842,3
","val 8842,4
"
"val 8843,0
","val 8843,1
","val 8843,2
","val 8843,3
","val 8843,4
"
"val 8844,0
","val 8844,1
","val 8844,2
","val 8844,3
","val 8844,4
"
"val 8845,0
","val 8845,1
","val 8845,2
","val 8845,3
","val 8845,4
"
"val 8846,0
","val 8846,1
","val 8846,2
","val 8846,3
","val 8846,4
"
"val 8847,0
","val 8847,1
","val 8847,2
","val 8847,3
","val 8847,4
"
"val 8848,0
","val 8848,1
","val 8848,2
","val 8848,3
","val 8848,4
"
"val 8849,0
","val 8849,1
","val 8849,2
","val 8849,3
","val 8849,4
"
"val 8850,0
","val 8850,1
","val 8850,2
","val 8850,3
","val 8850,4
"
"val 8851,0
","val 8851,1
","val 8851,2
","val 8851,3
","val 8851,4
"
"val 8852,0
","val 8852,1
","val 8852,2
","val 8852,3
","val 8852,4
"
"val 8853,0
","val 8853,1
","val 8853,2
","val 8853,3
","val 8853,4
"
"val 8854,0
","val 8854,1
","val 8854,2
","val 8854,3
","val 8854,4
"
"val 8855,0
","val 8855,1
","val 8855,2
","val 8855,3
","val 8855,4
"
"val 8856,0
","val 8856,1
","val 8856,2
","val 8856,3
","val 8856,4
"
"val 8857,0
","val 8857,1
","val 8857,2
","val 8857,3
","val 8857,4
"
"val 8858,0
","val 8858,1
","val 8858,2
","val 8858,3
","val 8858,4
"
"val 8859,0
","val 8859,1
","val 8859,2
","val 8859,3
","val 8859,4
"
"val 8860,0
","val 8860,1
","val 8860,2
","val 8860,3
","val 8860,4
"
"val 8861,0
","val 8861,1
","val 8861,2
","val 8861,3
","val 8861,4
"
"val 8862,0
","val 8862,1
","val 8862,2
","val 8862,3
","val 8862,4
"
"val 8863,0
","val 8863,1
","val 8863,2
","val 8863,3
","val 8863,4
"
"val 8864,0
","val 8864,1
","val 8864,2
","val 8864,3
","val 8864,4
"
"val 8865,0
","val 8865,1
","val 8865,2
","val 8865,3
","val 8865,4
"
"val 8866,0
","val 8866,1
","val 8866,2
","val 8866,3
","val 8866,4
"
"val 8867,0
","val 8867,1
","val 8867,2
","val 8867,3
","val 8867,4
"
"val 8868,0
","val 8868,1
","val 8868,2
","val 8868,3
","val 8868,4
"
"val 8869,0
","val 8869,1
","val 8869,2
","val 8869,3
","val 8869,4
"
"val 8870,0
","val 8870,1
","val 8870,2
","val 8870,3
","val 8870,4
"
"val 8871,0
","val 8871,1
","val 8871,2
","val 8871,3
","val 8871,4
"
"val 8872,0
","val 8872,1
","val 8872,2
","val 8872,3
","val 8872,4
"
"val 8873,0
","val 8873,1
","val 8873,2
","val 8873,3
","val 8873,4
"
"val 8874,0
","val 8874,1
","val 8874,2
","val 8874,3
","val 8874,4
"
"val 8875,0
","val 8875,1
","val 8875,2
","val 8875,3
","val 8875,4
"
"val 8876,0
","val 8876,1
","val 8876,2
","val 8876,3
","val 8876,4
"
"val 8877,0
","val 8877,1
","val 8877,2
","val 8877,3
","val 8877,4
"
"val 8878,0
","val 8878,1
","val 8878,2
","val 8878,3
","val 8878,4
"
"val 8879,0
","val 8879,1
","val 8879,2
","val 8879,3
","val 8879,4
"
"val 8880,0
","val 8880,1
","val 8880,2
","val 8880,3
","val 8880,4
"
"val 8881,0
","val 8881,1
","val 8881,2
","val 8881,3
","val 8881,4
"
"val 8882,0
","val 8882,1
","val 8882,2
","val 8882,3
","val 8882,4
"
"val 8883,0
","val 8883,1
","val 8883,2
","val 8883,3
","val 8883,4
"
"val 8884,0
","val 8884,1
","val 8884,2
","val 8884,3
","val 8884,4
"
"val 8885,0
","val 8885,1
","val 8885,2
","val 8885,3
","val 8885,4
"
"val 8886,0
","val 8886,1
","val 8886,2
","val 8886,3
","val 8886,4
"
"val 8887,0
","val 8887,1
","val 8887,2
","val 8887,3
","val 8887,4
"
"val 8888,0
","val 8888,1
","val 8888,2
","val 8888,3
","val 8888,4
"
"val 8889,0
","val 8889,1
","val 8889,2
","val 8889,3
","val 8889,4
"
"val 8890,0
","val 8890,1
","val 8890,2
","val 8890,3
","val 8890,4
"
"val 8891,0
","val 8891,1
","val 8891,2
","val 8891,3
","val 8891,4
"
"val 8892,0
","val 8892,1
","val 8892,2
","val 8892,3
","val 8892,4
"
"val 8893,0
","val 8893,1
","val 8893,2
","val 8893,3
","val 8893,4
"
"val 8894,0
","val 8894,1
","val 8894,2
","val 8894,3
","val 8894,4
"
"val 8895,0
","val 8895,1
","val 8895,2
","val 8895,3
","val 8895,4
"
"val 8896,0
","val 8896,1
","val 8896,2
","val 8896,3
","val 8896,4
"
"val 8897,0
","val 8897,1
","val 8897,2
","val 8897,3
","val 8897,4
"
"val 8898,0
","val 8898,1
","val 8898,2
","val 8898,3
","val 8898,4
"
"val 8899,0
","val 8899,1
","val 8899,2
","val 8899,3
","val 8899,4
"
"val 8900,0
","val 8900,1
","val 8900,2
","val 8900,3
","val 8900,4
"
"val 8901,0
","val 8901,1
","val 8901,2
","val 8901,3
","val 8901,4
"
"val 8902,0
","val 8902,1
","val 8902,2
","val 8902,3
","val 8902,4
"
"val 8903,0
","val 8903,1
","val 8903,2
","val 8903,3
","val 8903,4
"
"val 8904,0
","val 8904,1
","val 8904,2
","val 8904,3
","val 8904,4
"
"val 8905,0
","val 8905,1
","val 8905,2
","val 8905,3
","val 8905,4
"
"val 8906,0
","val 8906,1
","val 8906,2
","val 8906,3
","val 8906,4
"
"val 8907,0
","val 8907,1
","val 8907,2
","val 8907,3
","val 8907,4
"
"val 8908,0
","val 8908,1
","val 8908,2
","val 8908,3
","val 8908,4
"
"val 8909,0
","val 8909,1
","val 8909,2
","val 8909,3
","val 8909,4
"
"val 8910,0
","val 8910,1
","val 8910,2
","val 8910,3
","val 8910,4
"
"val 8911,0
","val 8911,1
","val 8911,2
","val 8911,3
","val 8911,4
"
"val 8912,0
","val 8912,1
","val 8912,2
","val 8912,3
","val 8912,4
"
"val 8913,0
","val 8913,1
","val 8913,2
","val 8913,3
","val 8913,4
"
"val 8914,0
","val 8914,1
","val 8914,2
","val 8914,3
","val 8914,4
"
"val 8915,0
","val 8915,1
","val 8915,2
","val 8915,3
","val 8915,4
"
"val 8916,0
","val 8916,1
","val 8916,2
","val 8916,3
","val 8916,4
"
"val 8917,0
","val 8917,1
","val 8917,2
","val 8917,3
","val 8917,4
"
"val 8918,0
","val 8918,1
","val 8918,2
","val 8918,3
","val 8918,4
"
"val 8919,0
","val 8919,1
","val 8919,2
","val 8919,3
","val 8919,4
"
"val 8920,0
","val 8920,1
","val 8920,2
","val 8920,3
","val 8920,4
"
"val 8921,0
","val 8921,1
","val 8921,2
","val 8921,3
","val 8921,4
"
"val 8922,0
","val 8922,1
","val 8922,2
","val 8922,3
","val 8922,4
"
"val 8923,0
","val 8923,1
","val 8923,2
","val 8923,3
","val 8923,4
"
"val 8924,0
","val 8924,1
","val 8924,2
","val 8924,3
","val 8924,4
"
"val 8925,0
","val 8925,1
","val 8925,2
","val 8925,3
","val 8925,4
"
"val 8926,0
","val 8926,1
","val 8926,2
","val 8926,3
","val 8926,4
"
"val 8927,0
","val 8927,1
","val 8927,2
","val 8927,3
","val 8927,4
"
"val 8928,0
","val 8928,1
","val 8928,2
","val 8928,3
","val 8928,4
"
"val 8929,0
","val 8929,1
","val 8929,2
","val 8929,3
","val 8929,4
"
"val 8930,0
","val 8930,1
","val 8930,2
","val 8930,3
","val 8930,4
"
"val 8931,0
","val 8931,1
","val 8931,2
","val 8931,3
","val 8931,4
"
"val 8932,0
","val 8932,1
","val 8932,2
","val 8932,3
","val 8932,4
"
"val 8933,0
","val 8933,1
","val 8933,2
","val 8933,3
","val 8933,4
"
"val 8934,0
","val 8934,1
","val 8934,2
","val 8934,3
","val 8934,4
"
"val 8935,0
","val 8935,1
","val 8935,2
","val 8935,3
","val 8935,4
"
"val 8936,0
","val 8936,1
","val 8936,2
","val 8936,3
","val 8936,4
"
"val 8937,0
","val 8937,1
","val 8937,2
","val 8937,3
","val 8937,4
"
"val 8938,0
","val 8938,1
","val 8938,2
","val 8938,3
","val 8938,4
"
"val 8939,0
","val 8939,1
","val 8939,2
","val 8939,3
","val 8939,4
"
"val 8940,0
","val 8940,1
","val 8940,2
","val 8940,3
","val 8940,4
"
"val 8941,0
","val 8941,1
","val 8941,2
","val 8941,3
","val 8941,4
"
"val 8942,0
","val 8942,1
","val 8942,2
","val 8942,3
","val 8942,4
"
"val 8943,0
","val 8943,1
","val 8943,2
","val 8943,3
","val 8943,4
"
"val 8944,0
","val 8944,1
","val 8944,2
","val 8944,3
","val 8944,4
"
"val 8945,0
","val 8945,1
","val 8945,2
","val 8945,3
","val 8945,4
"
"val 8946,0
","val 8946,1
","val 8946,2
","val 8946,3
","val 8946,4
"
"val 8947,0
","val 8947,1
","val 8947,2
","val 8947,3
","val 8947,4
"
"val 8948,0
","val 8948,1
","val 8948,2
","val 8948,3
","val 8948,4
"
"val 8949,0
","val 8949,1
","val 8949,2
","val 8949,3
","val 8949,4
"
"val 8950,0
","val 8950,1
","val 8950,2
","val 8950,3
","val 8950,4
"
"val 8951,0
","val 8951,1
","val 8951,2
","val 8951,3
","val 8951,4
"
"val 8952,0
","val 8952,1
","val 8952,2
","val 8952,3
","val 8952,4
"
"val 8953,0
","val 8953,1
","val 8953,2
","val 8953,3
","val 8953,4
"
"val 8954,0
","val 8954,1
","val 8954,2
","val 8954,3
","val 8954,4
"
"val 8955,0
","val 8955,1
","val 8955,2
","val 8955,3
","val 8955,4
"
"val 8956,0
","val 8956,1
","val 8956,2
","val 8956,3
","val 8956,4
"
"val 8957,0
","val 8957,1
","val 8957,2
","val 8957,3
","val 8957,4
"
"val 8958,0
","val 8958,1
","val 8958,2
","val 8958,3
","val 8958,4
"
"val 8959,0
","val 8959,1
","val 8959,2
","val 8959,3
","val 8959,4
"
"val 8960,0
","val 8960,1
","val 8960,2
","val 8960,3
","val 8960,4
"
"val 8961,0
","val 8961,1
","val 8961,2
","val 8961,3
","val 8961,4
"
"val 8962,0
","val 8962,1
","val 8962,2
","val 8962,3
","val 8962,4
"
"val 8963,0
","val 8963,1
","val 8963,2
","val 8963,3
","val 8963,4
"
"val 8964,0
","val 8964,1
","val 8964,2
","val 8964,3
","val 8964,4
"
"val 8965,0
","val 8965,1
","val 8965,2
","val 8965,3
","val 8965,4
"
"val 8966,0
","val 8966,1
","val 8966,2
","val 8966,3
","val 8966,4
"
"val 8967,0
","val 8967,1
","val 8967,2
","val 8967,3
","val 8967,4
"
"val 8968,0
","val 8968,1
","val 8968,2
","val 8968,3
","val 8968,4
"
"val 8969,0
","val 8969,1
","val 8969,2
","val 8969,3
","val 8969,4
"
"val 8970,0
","val 8970,1
","val 8970,2
","val 8970,3
","val 8970,4
"
"val 8971,0
","val 8971,1
","val 8971,2
","val 8971,3
","val 8971,4
"
"val 8972,0
","val 8972,1
","val 8972,2
","val 8972,3
","val 8972,4
"
"val 8973,0
","val 8973,1
","val 8973,2
","val 8973,3
","val 8973,4
"
"val 8974,0
","val 8974,1
","val 8974,2
","val 8974,3
","val 8974,4
"
"val 8975,0
","val 8975,1
","val 8975,2
","val 8975,3
","val 8975,4
"
"val 8976,0
","val 8976,1
","val 8976,2
","val 8976,3
","val 8976,4
"
"val 8977,0
","val 8977,1
","val 8977,2
","val 8977,3
","val 8977,4
"
"val 8978,0
","val 8978,1
","val 8978,2
","val 8978,3
","val 8978,4
"
"val 8979,0
","val 8979,1
","val 8979,2
","val 8979,3
","val 8979,4
"
"val 8980,0
","val 8980,1
","val 8980,2
","val 8980,3
","val 8980,4
"
"val 8981,0
","val 8981,1
","val 8981,2
","val 8981,3
","val 8981,4
"
"val 8982,0
","val 8982,1
","val 8982,2
","val 8982,3
","val 8982,4
"
"val 8983,0
","val 8983,1
","val 8983,2
","val 8983,3
","val 8983,4
"
"val 8984,0
","val 8984,1
","val 8984,2
","val 8984,3
","val 8984,4
"
"val 8985,0
","val 8985,1
","val 8985,2
","val 8985,3
","val 8985,4
"
"val 8986,0
","val 8986,1
","val 8986,2
","val 8986,3
","val 8986,4
"
"val 8987,0
","val 8987,1
","val 8987,2
","val 8987,3
","val 8987,4
"
"val 8988,0
","val 8988,1
","val 8988,2
","val 8988,3
","val 8988,4
"
"val 8989,0
","val 8989,1
","val 8989,2
","val 8989,3
","val 8989,4
"
"val 8990,0
","val 8990,1
","val 8990,2
","val 8990,3
","val 8990,4
"
"val 8991,0
","val 8991,1
","val 8991,2
","val 8991,3
","val 8991,4
"
"val 8992,0
","val 8992,1
","val 8992,2
","val 8992,3
","val 8992,4
"
"val 8993,0
","val 8993,1
","val 8993,2
","val 8993,3
","val 8993,4
"
"val 8994,0
","val 8994,1
","val 8994,2
","val 8994,3
","val 8994,4
"
"val 8995,0
","val 8995,1
","val 8995,2
","val 8995,3
","val 8995,4
"
"val 8996,0
","val 8996,1
","val 8996,2
","val 8996,3
","val 8996,4
"
"val 8997,0
","val 8997,1
","val 8997,2
","val 8997,3
","val 8997,4
"
"val 8998,0
","val 8998,1
","val 8998,2
","val 8998,3
","val 8998,4
"
"val 8999,0
","val 8999,1
","val 8999,2
","val 8999,3
","val 8999,4
"
"val 9000,0
","val 9000,1
","val 9000,2
","val 9000,3
","val 9000,4
"
"val 9001,0
","val 9001,1
","val 9001,2
","val 9001,3
","val 9001,4
"
"val 9002,0
","val 9002,1
","val 9002,2
","val 9002,3
","val 9002,4
"
"val 9003,0
","val 9003,1
","val 9003,2
","val 9003,3
","val 9003,4
"
"val 9004,0
","val 9004,1
","val 9004,2
","val 9004,3
","val 9004,4
"
"val 9005,0
","val 9005,1
","val 9005,2
","val 9005,3
","val 9005,4
"
"val 9006,0
","val 9006,1
","val 9006,2
","val 9006,3
","val 9006,4
"
"val 9007,0
","val 9007,1
","val 9007,2
","val 9007,3
","val 9007,4
"
"val 9008,0
","val 9008,1
","val 9008,2
","val 9008,3
","val 9008,4
"
"val 9009,0
","val 9009,1
","val 9009,2
","val 9009,3
","val 9009,4
"
"val 9010,0
","val 9010,1
","val 9010,2
","val 9010,3
","val 9010,4
"
"val 9011,0
","val 9011,1
","val 9011,2
","val 9011,3
","val 9011,4
"
"val 9012,0
","val 9012,1
","val 9012,2
","val 9012,3
","val 9012,4
"
"val 9013,0
","val 9013,1
","val 9013,2
","val 9013,3
","val 9013,4
"
"val 9014,0
","val 9014,1
","val 9014,2
","val 9014,3
","val 9014,4
"
"val 9015,0
","val 9015,1
","val 9015,2
","val 9015,3
","val 9015,4
"
"val 9016,0
","val 9016,1
","val 9016,2
","val 9016,3
","val 9016,4
"
"val 9017,0
","val 9017,1
","val 9017,2
","val 9017,3
","val 9017,4
"
"val 9018,0
","val 9018,1
","val 9018,2
","val 9018,3
","val 9018,4
"
"val 9019,0
","val 9019,1
","val 9019,2
","val 9019,3
","val 9019,4
"
"val 9020,0
","val 9020,1
","val 9020,2
","val 9020,3
","val 9020,4
"
"val 9021,0
","val 9021,1
","val 9021,2
","val 9021,3
","val 9021,4
"
"val 9022,0
","val 9022,1
","val 9022,2
","val 9022,3
","val 9022,4
"
"val 9023,0
","val 9023,1
","val 9023,2
","val 9023,3
","val 9023,4
"
"val 9024,0
","val 9024,1
","val 9024,2
","val 9024,3
","val 9024,4
"
"val 9025,0
","val 9025,1
","val 9025,2
","val 9025,3
","val 9025,4
"
"val 9026,0
","val 9026,1
","val 9026,2
","val 9026,3
","val 9026,4
"
"val 9027,0
","val 9027,1
","val 9027,2
","val 9027,3
","val 9027,4
"
"val 9028,0
","val 9028,1
","val 9028,2
","val 9028,3
","val 9028,4
"
"val 9029,0
","val 9029,1
","val 9029,2
","val 9029,3
","val 9029,4
"
"val 9030,0
","val 9030,1
","val 9030,2
","val 9030,3
","val 9030,4
"
"val 9031,0
","val 9031,1
","val 9031,2
","val 9031,3
","val 9031,4
"
"val 9032,0
","val 9032,1
","val 9032,2
","val 9032,3
","val 9032,4
"
"val 9033,0
","val 9033,1
","val 9033,2
","val 9033,3
","val 9033,4
"
"val 9034,0
","val 9034,1
","val 9034,2
","val 9034,3
","val 9034,4
"
"val 9035,0
","val 9035,1
","val 9035,2
","val 9035,3
","val 9035,4
"
"val 9036,0
","val 9036,1
","val 9036,2
","val 9036,3
","val 9036,4
"
"val 9037,0
","val 9037,1
","val 9037,2
","val 9037,3
","val 9037,4
"
"val 9038,0
","val 9038,1
","val 9038,2
","val 9038,3
","val 9038,4
"
"val 9039,0
","val 9039,1
","val 9039,2
","val 9039,3
","val 9039,4
"
"val 9040,0
","val 9040,1
","val 9040,2
","val 9040,3
","val 9040,4
"
"val 9041,0
","val 9041,1
","val 9041,2
","val 9041,3
","val 9041,4
"
"val 9042,0
","val 9042,1
","val 9042,2
","val 9042,3
","val 9042,4
"
"val 9043,0
","val 9043,1
","val 9043,2
","val 9043,3
","val 9043,4
"
"val 9044,0
","val 9044,1
","val 9044,2
","val 9044,3
","val 9044,4
"
"val 9045,0
","val 9045,1
","val 9045,2
","val 9045,3
","val 9045,4
"
"val 9046,0
","val 9046,1
","val 9046,2
","val 9046,3
","val 9046,4
"
"val 9047,0
","val 9047,1
","val 9047,2
","val 9047,3
","val 9047,4
"
"val 9048,0
","val 9048,1
","val 9048,2
","val 9048,3
","val 9048,4
"
"val 9049,0
","val 9049,1
","val 9049,2
","val 9049,3
","val 9049,4
"
"val 9050,0
","val 9050,1
","val 9050,2
","val 9050,3
","val 9050,4
"
"val 9051,0
","val 9051,1
","val 9051,2
","val 9051,3
","val 9051,4
"
"val 9052,0
","val 9052,1
","val 9052,2
","val 9052,3
","val 9052,4
"
"val 9053,0
","val 9053,1
","val 9053,2
","val 9053,3
","val 9053,4
"
"val 9054,0
","val 9054,1
","val 9054,2
","val 9054,3
","val 9054,4
"
"val 9055,0
","val 9055,1
","val 9055,2
","val 9055,3
","val 9055,4
"
"val 9056,0
","val 9056,1
","val 9056,2
","val 9056,3
","val 9056,4
"
"val 9057,0
","val 9057,1
","val 9057,2
","val 9057,3
","val 9057,4
"
"val 9058,0
","val 9058,1
","val 9058,2
","val 9058,3
","val 9058,4
"
"val 9059,0
","val 9059,1
","val 9059,2
","val 9059,3
","val 9059,4
"
"val 9060,0
","val 9060,1
","val 9060,2
","val 9060,3
","val 9060,4
"
"val 9061,0
","val 9061,1
","val 9061,2
","val 9061,3
","val 9061,4
"
"val 9062,0
","val 9062,1
","val 9062,2
","val 9062,3
","val 9062,4
"
"val 9063,0
","val 9063,1
","val 9063,2
","val 9063,3
","val 9063,4
"
"val 9064,0
","val 9064,1
","val 9064,2
","val 9064,3
","val 9064,4
"
"val 9065,0
","val 9065,1
","val 9065,2
","val 9065,3
","val 9065,4
"
"val 9066,0
","val 9066,1
","val 9066,2
","val 9066,3
","val 9066,4
"
"val 9067,0
","val 9067,1
","val 9067,2
","val 9067,3
","val 9067,4
"
"val 9068,0
","val 9068,1
","val 9068,2
","val 9068,3
","val 9068,4
"
"val 9069,0
","val 9069,1
","val 9069,2
","val 9069,3
","val 9069,4
"
"val 9070,0
","val 9070,1
","val 9070,2
","val 9070,3
","val 9070,4
"
"val 9071,0
","val 9071,1
","val 9071,2
","val 9071,3
","val 9071,4
"
"val 9072,0
","val 9072,1
","val 9072,2
","val 9072,3
","val 9072,4
"
"val 9073,0
","val 9073,1
","val 9073,2
","val 9073,3
","val 9073,4
"
"val 9074,0
","val 9074,1
","val 9074,2
","val 9074,3
","val 9074,4
"
"val 9075,0
","val 9075,1
","val 9075,2
","val 9075,3
","val 9075,4
"
"val 9076,0
","val 9076,1
","val 9076,2
","val 9076,3
","val 9076,4
"
"val 9077,0
","val 9077,1
","val 9077,2
","val 9077,3
","val 9077,4
"
"val 9078,0
","val 9078,1
","val 9078,2
","val 9078,3
","val 9078,4
"
"val 9079,0
","val 9079,1
","val 9079,2
","val 9079,3
","val 9079,4
"
"val 9080,0
","val 9080,1
","val 9080,2
","val 9080,3
","val 9080,4
"
"val 9081,0
","val 9081,1
","val 9081,2
","val 9081,3
","val 9081,4
"
"val 9082,0
","val 9082,1
","val 9082,2
","val 9082,3
","val 9082,4
"
"val 9083,0
","val 9083,1
","val 9083,2
","val 9083,3
","val 9083,4
"
"val 9084,0
","val 9084,1
","val 9084,2
","val 9084,3
","val 9084,4
"
"val 9085,0
","val 9085,1
","val 9085,2
","val 9085,3
","val 9085,4
"
"val 9086,0
","val 9086,1
","val 9086,2
","val 9086,3
","val 9086,4
"
"val 9087,0
","val 9087,1
","val 9087,2
","val 9087,3
","val 9087,4
"
"val 9088,0
","val 9088,1
","val 9088,2
","val 9088,3
","val 9088,4
"
"val 9089,0
","val 9089,1
","val 9089,2
","val 9089,3
","val 9089,4
"
"val 9090,0
","val 9090,1
","val 9090,2
","val 9090,3
","val 9090,4
"
"val 9091,0
","val 9091,1
","val 9091,2
","val 9091,3
","val 9091,4
"
"val 9092,0
","val 9092,1
","val 9092,2
","val 9092,3
","val 9092,4
"
"val 9093,0
","val 9093,1
","val 9093,2
","val 9093,3
","val 9093,4
"
"val 9094,0
","val 9094,1
","val 9094,2
","val 9094,3
","val 9094,4
"
"val 9095,0
","val 9095,1
","val 9095,2
","val 9095,3
","val 9095,4
"
"val 9096,0
","val 9096,1
","val 9096,2
","val 9096,3
","val 9096,4
"
"val 9097,0
","val 9097,1
","val 9097,2
","val 9097,3
","val 9097,4
"
"val 9098,0
","val 9098,1
","val 9098,2
","val 9098,3
","val 9098,4
"
"val 9099,0
","val 9099,1
","val 9099,2
","val 9099,3
","val 9099,4
"
"val 9100,0
","val 9100,1
","val 9100,2
","val 9100,3
","val 9100,4
"
"val 9101,0
","val 9101,1
","val 9101,2
","val 9101,3
","val 9101,4
"
"val 9102,0
","val 9102,1
","val 9102,2
","val 9102,3
","val 9102,4
"
"val 9103,0
","val 9103,1
","val 9103,2
","val 9103,3
","val 9103,4
"
"val 9104,0
","val 9104,1
","val 9104,2
","val 9104,3
","val 9104,4
"
"val 9105,0
","val 9105,1
","val 9105,2
","val 9105,3
","val 9105,4
"
"val 9106,0
","val 9106,1
","val 9106,2
","val 9106,3
","val 9106,4
"
"val 9107,0
","val 9107,1
","val 9107,2
","val 9107,3
","val 9107,4
"
"val 9108,0
","val 9108,1
","val 9108,2
","val 9108,3
","val 9108,4
"
"val 9109,0
","val 9109,1
","val 9109,2
","val 9109,3
","val 9109,4
"
"val 9110,0
","val 9110,1
","val 9110,2
","val 9110,3
","val 9110,4
"
"val 9111,0
","val 9111,1
","val 9111,2
","val 9111,3
","val 9111,4
"
"val 9112,0
","val 9112,1
","val 9112,2
","val 9112,3
","val 9112,4
"
"val 9113,0
","val 9113,1
","val 9113,2
","val 9113,3
","val 9113,4
"
"val 9114,0
","val 9114,1
","val 9114,2
","val 9114,3
","val 9114,4
"
"val 9115,0
","val 9115,1
","val 9115,2
","val 9115,3
","val 9115,4
"
"val 9116,0
","val 9116,1
","val 9116,2
","val 9116,3
","val 9116,4
"
"val 9117,0
","val 9117,1
","val 9117,2
","val 9117,3
","val 9117,4
"
"val 9118,0
","val 9118,1
","val 9118,2
","val 9118,3
","val 9118,4
"
"val 9119,0
","val 9119,1
","val 9119,2
","val 9119,3
","val 9119,4
"
"val 9120,0
","val 9120,1
","val 9120,2
","val 9120,3
","val 9120,4
"
"val 9121,0
","val 9121,1
","val 9121,2
","val 9121,3
","val 9121,4
"
"val 9122,0
","val 9122,1
","val 9122,2
","val 9122,3
","val 9122,4
"
"val 9123,0
","val 9123,1
","val 9123,2
","val 9123,3
","val 9123,4
"
"val 9124,0
","val 9124,1
","val 9124,2
","val 9124,3
","val 9124,4
"
"val 9125,0
","val 9125,1
","val 9125,2
","val 9125,3
","val 9125,4
"
"val 9126,0
","val 9126,1
","val 9126,2
","val 9126,3
","val 9126,4
"
"val 9127,0
","val 9127,1
","val 9127,2
","val 9127,3
","val 9127,4
"
"val 9128,0
","val 9128,1
","val 9128,2
","val 9128,3
","val 9128,4
"
"val 9129,0
","val 9129,1
","val 9129,2
","val 9129,3
","val 9129,4
"
"val 9130,0
","val 9130,1
","val 9130,2
","val 9130,3
","val 9130,4
"
"val 9131,0
","val 9131,1
","val 9131,2
","val 9131,3
","val 9131,4
"
"val 9132,0
","val 9132,1
","val 9132,2
","val 9132,3
","val 9132,4
"
"val 9133,0
","val 9133,1
","val 9133,2
","val 9133,3
","val 9133,4
"
"val 9134,0
","val 9134,1
","val 9134,2
","val 9134,3
","val 9134,4
"
"val 9135,0
","val 9135,1
","val 9135,2
","val 9135,3
","val 9135,4
"
"val 9136,0
","val 9136,1
","val 9136,2
","val 9136,3
","val 9136,4
"
"val 9137,0
","val 9137,1
","val 9137,2
","val 9137,3
","val 9137,4
"
"val 9138,0
","val 9138,1
","val 9138,2
","val 9138,3
","val 9138,4
"
"val 9139,0
","val 9139,1
","val 9139,2
","val 9139,3
","val 9139,4
"
"val 9140,0
","val 9140,1
","val 9140,2
","val 9140,3
","val 9140,4
"
"val 9141,0
","val 9141,1
","val 9141,2
","val 9141,3
","val 9141,4
"
"val 9142,0
","val 9142,1
","val 9142,2
","val 9142,3
","val 9142,4
"
"val 9143,0
","val 9143,1
","val 9143,2
","val 9143,3
","val 9143,4
"
"val 9144,0
","val 9144,1
","val 9144,2
","val 9144,3
","val 9144,4
"
"val 9145,0
","val 9145,1
","val 9145,2
","val 9145,3
","val 9145,4
"
"val 9146,0
","val 9146,1
","val 9146,2
","val 9146,3
","val 9146,4
"
"val 9147,0
","val 9147,1
","val 9147,2
","val 9147,3
","val 9147,4
"
"val 9148,0
","val 9148,1
","val 9148,2
","val 9148,3
","val 9148,4
"
"val 9149,0
","val 9149,1
","val 9149,2
","val 9149,3
","val 9149,4
"
"val 9150,0
","val 9150,1
","val 9150,2
","val 9150,3
","val 9150,4
"
"val 9151,0
","val 9151,1
","val 9151,2
","val 9151,3
","val 9151,4
"
"val 9152,0
","val 9152,1
","val 9152,2
","val 9152,3
","val 9152,4
"
"val 9153,0
","val 9153,1
","val 9153,2
","val 9153,3
","val 9153,4
"
"val 9154,0
","val 9154,1
","val 9154,2
","val 9154,3
","val 9154,4
"
"val 9155,0
","val 9155,1
","val 9155,2
","val 9155,3
","val 9155,4
"
"val 9156,0
","val 9156,1
","val 9156,2
","val 9156,3
","val 9156,4
"
"val 9157,0
","val 9157,1
","val 9157,2
","val 9157,3
","val 9157,4
"
"val 9158,0
","val 9158,1
","val 9158,2
","val 9158,3
","val 9158,4
"
"val 9159,0
","val 9159,1
","val 9159,2
","val 9159,3
","val 9159,4
"
"val 9160,0
","val 9160,1
","val 9160,2
","val 9160,3
","val 9160,4
"
"val 9161,0
","val 9161,1
","val 9161,2
","val 9161,3
","val 9161,4
"
"val 9162,0
","val 9162,1
","val 9162,2
","val 9162,3
","val 9162,4
"
"val 9163,0
","val 9163,1
","val 9163,2
","val 9163,3
","val 9163,4
"
"val 9164,0
","val 9164,1
","val 9164,2
","val 9164,3
","val 9164,4
"
